age,income,loan_amount,credit_score,employment_years,num_existing_loans,loan_purpose,property_area,approved
62,71567,433734,725,20,5,home,semi_urban,1
33,111229,324957,305,8,3,personal,urban,0
61,81607,101748,305,19,2,personal,semi_urban,1
37,39385,244292,490,34,6,education,semi_urban,0
29,103658,405022,447,14,4,home,semi_urban,0
61,86900,109733,704,23,1,personal,rural,1
21,88244,439107,557,15,6,business,urban,0
22,85425,131865,778,10,0,home,semi_urban,1
49,98518,350695,389,7,4,personal,semi_urban,0
53,102844,396479,309,2,1,personal,semi_urban,0
30,52919,306364,386,18,4,car,semi_urban,0
60,110697,284302,450,2,6,car,urban,0
41,77196,348136,329,24,0,car,urban,0
48,135600,425804,427,10,4,car,urban,0
31,120625,67576,377,15,6,car,urban,0
54,99401,355171,720,16,4,business,semi_urban,1
28,20495,160260,354,23,0,personal,urban,0
42,64755,228687,779,16,7,home,semi_urban,1
28,87684,325974,604,19,0,education,urban,1
35,53324,140091,845,21,0,education,semi_urban,1
37,98929,17419,404,5,7,home,semi_urban,1
43,21552,38697,471,6,7,car,urban,0
44,71272,352076,798,13,3,business,semi_urban,0
39,55853,386856,321,10,5,education,rural,0
25,138192,100428,586,11,5,home,urban,1
52,52924,144045,690,4,6,home,semi_urban,1
64,94462,244073,448,4,0,car,urban,1
21,116387,91649,571,19,6,car,urban,1
43,43889,389793,598,14,5,car,semi_urban,1
57,125466,278280,471,25,4,education,urban,1
28,74675,351883,346,32,0,home,rural,1
33,142231,329646,506,29,7,home,urban,1
28,93591,167357,752,23,1,car,urban,0
43,90190,290183,694,22,0,home,semi_urban,1
63,42634,333864,600,8,7,personal,semi_urban,0
21,52363,128168,475,2,0,home,semi_urban,1
44,83752,93263,409,6,5,education,urban,1
55,97004,64155,501,21,6,car,rural,0
44,76398,21911,467,13,2,car,rural,1
37,118458,5916,385,28,4,personal,semi_urban,1
25,60718,326196,350,15,7,car,rural,0
40,133627,467326,411,33,7,personal,semi_urban,1
41,102916,237695,762,9,7,car,urban,1
60,46870,284934,741,6,5,education,urban,1
51,57394,481377,570,24,6,personal,urban,1
56,72057,403422,643,26,6,education,rural,1
31,99795,126937,482,14,4,education,urban,0
35,100409,90053,802,31,6,personal,semi_urban,1
39,33016,317094,309,27,7,business,urban,0
27,62137,383355,793,8,1,car,semi_urban,1
48,20153,323505,533,6,7,education,urban,0
63,27853,328595,597,15,3,home,rural,0
25,32379,304840,543,25,2,car,urban,0
25,35792,479857,808,34,1,car,rural,0
50,141169,499408,650,16,1,personal,rural,1
52,58367,466442,566,22,7,car,semi_urban,0
28,38100,107395,500,7,4,personal,urban,0
30,146082,391265,538,1,2,home,urban,1
58,133089,313872,633,30,4,car,rural,1
52,83456,322545,714,31,3,business,urban,0
48,31049,202298,783,28,6,home,urban,1
37,20786,30103,736,2,4,home,semi_urban,0
51,89904,432479,545,7,0,car,urban,1
28,50699,262777,307,1,4,personal,urban,0
60,142784,474837,451,30,6,car,semi_urban,1
45,67691,317188,691,19,0,car,urban,1
29,57040,62730,510,28,1,education,urban,1
22,138455,30825,666,16,3,home,semi_urban,1
35,112990,212328,385,9,6,personal,urban,1
23,77986,42271,354,21,5,home,semi_urban,0
56,58762,82256,745,5,0,car,urban,1
24,43600,444948,603,33,3,education,semi_urban,0
34,114774,71433,431,30,4,personal,semi_urban,1
61,110777,218702,720,11,5,personal,semi_urban,1
61,39810,106999,684,11,4,personal,urban,1
45,105703,237062,497,15,6,car,urban,0
30,107347,28572,346,24,1,home,rural,0
41,125315,43546,502,21,6,home,urban,0
56,77204,413366,560,26,7,personal,semi_urban,1
32,40085,321309,323,23,6,personal,rural,0
47,66854,330834,639,11,6,business,semi_urban,1
60,94797,451880,711,17,4,home,urban,0
22,104269,480551,560,15,0,car,urban,1
33,59779,211271,585,3,1,education,rural,0
52,76207,41948,812,11,3,personal,semi_urban,1
51,114615,435246,385,32,1,education,semi_urban,0
36,53980,294151,729,21,7,personal,semi_urban,1
52,76117,105819,330,17,3,car,rural,1
52,34141,358351,739,32,2,home,semi_urban,0
54,29344,489137,648,26,0,home,urban,0
31,125008,343916,711,18,7,home,semi_urban,1
30,35896,27024,827,13,0,car,semi_urban,1
35,109353,248480,609,24,3,home,urban,1
37,49813,437600,695,33,4,car,rural,1
60,104431,87912,637,23,5,education,urban,1
38,85679,260233,736,22,4,personal,semi_urban,0
29,30681,238746,664,4,2,personal,urban,0
45,92903,416373,412,23,3,home,urban,0
60,23228,266139,475,4,2,home,semi_urban,0
34,24582,352625,448,5,3,home,rural,0
45,98683,355697,477,3,2,business,semi_urban,0
42,31397,137828,681,9,3,car,urban,1
50,58799,236749,522,0,0,home,semi_urban,1
40,57011,466328,558,20,7,personal,urban,0
41,99183,489219,488,2,2,car,urban,0
64,113254,107488,605,30,2,personal,urban,1
52,64264,101741,677,26,7,home,urban,1
41,62317,194123,642,16,3,car,semi_urban,0
55,67914,236773,455,22,1,car,semi_urban,1
52,104633,462811,354,12,1,personal,urban,0
50,122489,345354,741,26,0,personal,rural,1
59,144237,179166,499,19,4,education,urban,1
32,65254,223961,702,12,4,home,rural,0
61,60096,493601,476,23,0,car,semi_urban,0
38,73785,402751,748,2,4,business,urban,0
41,72344,454251,840,9,7,education,rural,0
33,134988,52367,600,0,5,personal,urban,0
41,102643,243544,606,12,7,car,semi_urban,0
28,140382,415334,566,13,5,car,urban,1
60,88546,458028,513,32,5,car,semi_urban,1
27,91091,64884,782,1,6,personal,semi_urban,1
43,85603,464384,561,1,6,personal,urban,1
64,48412,149352,366,30,5,car,urban,0
52,130489,412962,432,3,3,car,semi_urban,0
31,71658,369716,839,33,1,car,urban,0
42,119841,58251,811,18,0,home,urban,1
42,69549,89821,510,8,7,business,semi_urban,1
63,147595,88583,552,23,3,car,rural,0
45,31549,249697,337,12,5,personal,urban,0
42,91216,15207,342,29,0,personal,urban,0
48,45739,207199,704,18,1,personal,rural,0
49,41209,32757,345,9,4,business,urban,0
33,127051,414442,753,13,3,education,semi_urban,0
38,107968,493484,604,19,1,personal,rural,0
22,35116,459623,532,3,0,home,rural,0
49,40045,425422,544,4,2,education,urban,1
41,46327,156328,594,31,3,personal,urban,0
35,55709,300966,682,5,7,home,urban,0
47,63617,267070,457,13,6,personal,rural,1
51,80139,46340,704,5,0,personal,rural,1
35,46905,247955,300,13,7,personal,urban,0
43,84148,450450,516,11,0,car,semi_urban,0
44,92603,310495,806,26,6,education,rural,0
64,118095,373455,329,25,1,car,urban,1
33,139779,446887,819,11,7,personal,urban,0
42,62919,80320,574,7,7,car,urban,1
63,103521,369709,791,9,0,education,semi_urban,1
57,112905,433373,335,15,3,car,rural,0
53,103400,287081,610,25,5,home,rural,0
23,108150,452506,343,7,6,home,urban,1
39,78446,444923,454,28,3,home,urban,1
43,72428,278363,376,19,6,education,semi_urban,1
49,67894,14399,737,16,0,personal,rural,0
50,101149,131733,731,18,1,home,semi_urban,1
59,26447,234920,841,16,3,home,semi_urban,1
64,25499,425873,338,0,2,car,semi_urban,0
45,59041,287191,538,28,5,personal,urban,0
57,51315,236615,312,13,6,home,semi_urban,1
28,21299,474311,421,16,4,home,rural,0
62,140506,90693,443,12,1,home,urban,0
36,125005,105931,754,28,1,car,semi_urban,0
28,24994,470370,667,33,4,home,urban,0
21,115414,180963,546,26,4,car,semi_urban,1
64,101163,142852,344,32,3,personal,semi_urban,1
25,146759,294194,674,28,0,education,semi_urban,0
23,27489,78551,590,18,0,home,rural,0
21,111647,335810,506,23,2,education,urban,1
24,52355,229691,818,13,5,car,semi_urban,1
60,93805,87016,541,4,6,business,urban,0
55,88367,118135,413,23,0,home,rural,0
52,129906,58010,601,33,7,personal,urban,0
62,137409,237084,575,30,2,personal,rural,1
54,97355,43165,395,29,2,home,urban,0
63,136220,278672,593,8,1,business,urban,1
45,110349,387984,659,26,1,car,urban,1
30,107173,185680,587,27,5,education,rural,0
41,21996,404130,453,25,3,home,urban,0
59,139999,42136,722,17,7,home,urban,1
47,64387,409395,349,7,4,education,urban,0
47,134965,353152,506,17,4,car,urban,1
22,23089,17076,512,19,5,car,urban,0
61,118827,391055,365,31,2,car,semi_urban,0
33,40659,160855,531,28,5,education,urban,0
29,65178,383769,619,17,4,car,semi_urban,0
56,140053,182788,436,6,2,home,urban,1
42,115965,55298,364,0,4,education,semi_urban,1
62,101268,321448,813,27,3,car,semi_urban,1
46,105042,346504,431,32,1,car,urban,0
32,126471,74835,633,3,1,home,urban,1
37,90726,117424,331,19,2,home,urban,0
34,90111,144190,797,30,5,home,urban,1
34,126031,474508,542,27,4,business,semi_urban,1
54,133682,259394,491,2,0,car,semi_urban,1
40,54565,324055,441,5,3,home,semi_urban,1
31,120435,471705,490,22,4,home,urban,0
36,109242,108088,448,6,6,home,urban,0
51,133204,20185,715,0,0,education,urban,1
26,149642,440008,819,5,3,home,semi_urban,1
39,42884,478426,315,23,3,car,semi_urban,0
57,37199,55613,405,23,1,car,urban,0
24,80038,246084,582,28,2,personal,rural,0
24,77786,169999,403,31,4,car,urban,1
40,129636,267530,660,24,3,car,rural,1
30,124970,490369,334,9,4,personal,urban,0
44,69294,470944,412,34,3,car,rural,0
55,98015,474497,607,24,5,personal,urban,0
46,54178,297164,352,26,7,education,rural,0
57,32665,47678,380,31,1,car,urban,0
58,149604,222767,668,11,2,car,urban,1
41,20534,66394,541,3,0,business,urban,0
60,111828,205017,330,25,0,education,rural,1
59,56132,120377,660,2,5,business,rural,1
41,135720,126716,532,16,6,home,urban,0
30,56110,192486,333,8,1,car,semi_urban,1
58,78754,453032,542,28,3,business,semi_urban,0
24,83580,60918,358,0,1,car,urban,0
40,42469,489497,828,17,2,business,urban,1
37,84016,247556,377,19,7,home,rural,0
27,66233,382784,601,33,0,business,semi_urban,0
24,122804,460910,411,27,4,car,urban,0
49,149863,165527,712,34,0,home,urban,1
34,86708,371590,616,15,6,personal,urban,0
23,78232,174807,444,20,6,home,semi_urban,0
44,113450,99702,317,12,6,home,urban,1
57,106437,110509,650,34,6,home,semi_urban,1
36,126311,360752,454,31,2,education,urban,0
24,54409,119310,805,5,3,business,urban,1
44,135159,410325,659,12,1,home,urban,0
54,39324,312946,631,12,0,car,rural,0
50,28738,204092,827,11,6,home,urban,1
38,123030,39622,311,32,0,personal,rural,0
39,130093,114935,374,27,6,home,urban,1
51,44054,265440,511,2,4,home,semi_urban,0
39,49709,122919,582,17,1,home,urban,0
39,129321,400813,494,25,4,education,semi_urban,0
42,105643,438813,329,1,4,personal,rural,0
44,148805,177026,308,3,6,car,urban,0
32,20363,74519,608,27,7,home,urban,0
50,30358,192187,744,27,3,education,semi_urban,1
58,121613,441367,609,24,0,personal,urban,1
51,135233,261587,725,25,7,home,semi_urban,1
56,23240,153112,390,1,5,home,urban,0
39,92201,49772,755,33,1,home,semi_urban,0
56,65689,127431,743,29,7,personal,semi_urban,1
50,21936,363234,378,20,3,education,urban,0
53,132272,199904,774,22,5,car,semi_urban,1
38,111074,163988,402,32,3,home,semi_urban,1
48,63965,312015,755,1,7,car,urban,0
31,97534,293516,613,26,6,business,urban,0
53,20882,459923,546,21,6,home,semi_urban,0
37,40224,44080,533,33,3,business,urban,0
26,125227,111242,534,15,7,education,rural,1
24,143750,309866,686,19,2,home,semi_urban,1
40,139299,34048,337,25,2,car,urban,1
47,145865,90205,460,15,3,business,rural,0
35,132012,407993,761,5,2,car,urban,0
26,143745,321855,748,22,1,personal,semi_urban,1
34,50825,172403,416,7,0,home,urban,0
31,90740,261392,540,5,5,education,semi_urban,0
59,48885,25968,325,21,6,personal,semi_urban,0
29,60056,452185,597,5,1,business,semi_urban,0
46,23203,239417,453,31,0,car,urban,0
36,80241,16292,767,16,2,education,urban,1
25,22244,256942,348,16,5,home,urban,1
30,118322,439010,345,22,1,home,urban,0
23,135329,346603,584,12,4,home,urban,1
33,88619,254004,381,31,6,home,semi_urban,0
63,41584,317336,343,21,3,home,rural,0
50,28521,425919,572,6,6,car,urban,0
26,70017,89193,693,21,0,business,urban,1
37,53541,74165,357,20,0,education,rural,0
39,49063,334794,300,5,4,car,rural,0
62,90268,454732,515,13,4,business,semi_urban,0
55,145234,498197,616,15,3,home,urban,0
46,146218,397002,527,2,2,car,semi_urban,1
25,138206,106398,772,8,6,education,rural,0
49,84952,227182,783,20,1,home,urban,1
57,113054,365029,586,29,7,personal,semi_urban,0
40,59563,158329,810,29,7,home,semi_urban,0
41,59752,105588,757,31,1,home,urban,1
30,115233,370500,394,22,1,home,semi_urban,0
25,22567,257822,792,2,2,business,semi_urban,1
56,36121,350653,449,0,6,education,semi_urban,0
26,21674,227345,322,2,6,education,semi_urban,0
46,96411,318816,514,6,7,education,urban,1
24,129876,461524,698,2,3,home,semi_urban,0
59,86275,213655,709,2,1,education,semi_urban,1
59,87081,289257,430,3,0,car,rural,0
55,49140,267838,447,30,0,home,urban,0
21,145139,20588,680,1,0,education,urban,0
44,29327,197828,408,13,4,home,rural,1
56,90663,462301,420,30,4,home,semi_urban,1
26,43331,247431,594,1,2,personal,rural,0
61,43004,250456,419,30,1,education,urban,0
64,127369,197214,755,21,4,education,urban,0
51,139243,69373,829,9,0,car,urban,1
40,30492,352747,468,29,4,car,rural,0
44,74797,11704,442,32,6,education,rural,1
45,78095,45136,336,18,0,personal,semi_urban,0
56,33749,72507,560,24,1,car,urban,0
41,83217,52361,530,0,6,business,urban,1
50,109044,325991,553,31,2,business,semi_urban,1
44,29045,373503,628,24,3,car,semi_urban,0
64,40116,147513,596,16,3,personal,semi_urban,0
62,38667,495228,309,13,6,car,urban,0
50,95057,386050,745,12,0,car,semi_urban,0
42,94205,19677,529,1,4,home,urban,1
48,47302,294962,835,31,4,education,semi_urban,1
27,31283,269012,377,31,0,business,semi_urban,0
55,50935,88591,724,5,7,personal,rural,0
48,92534,391106,492,24,1,personal,semi_urban,0
34,114342,334408,700,2,6,home,urban,1
30,51624,78168,408,17,0,car,urban,0
36,33440,148115,562,2,7,home,rural,1
36,131001,76939,628,4,1,car,urban,0
51,66501,282876,662,23,2,education,urban,1
62,107333,322388,677,33,2,car,rural,1
45,21269,416742,640,23,6,education,semi_urban,0
33,27868,276484,558,27,0,car,semi_urban,1
26,50251,240560,634,33,2,home,urban,1
64,97909,289538,384,15,4,home,rural,0
29,104523,365701,821,6,1,personal,urban,1
56,58729,140174,607,17,3,home,urban,0
63,35734,24159,561,5,7,home,urban,0
40,62429,127366,751,27,3,personal,urban,0
38,61337,201164,550,33,2,business,rural,1
63,60325,273356,623,28,7,personal,semi_urban,0
41,103600,495576,528,3,1,home,semi_urban,1
24,82514,304549,596,13,4,home,rural,0
53,28433,397776,536,4,3,business,urban,0
47,133957,344205,516,24,4,personal,urban,1
27,29111,361440,545,7,4,education,semi_urban,0
26,123986,322330,747,14,3,home,semi_urban,1
35,83753,442455,618,18,3,home,semi_urban,1
38,133783,246876,731,10,7,home,urban,1
52,100583,229065,703,19,2,education,semi_urban,0
31,93620,390289,336,17,7,home,urban,0
40,41751,15532,641,13,6,business,urban,1
44,36453,215126,688,24,1,home,urban,1
35,105844,470228,333,15,0,personal,urban,1
27,58968,221351,338,17,1,home,urban,0
41,50077,333684,508,0,7,car,urban,0
62,128582,108021,451,0,0,home,rural,0
46,54775,270415,664,0,7,personal,rural,0
64,78144,443698,498,20,3,education,semi_urban,0
34,68570,5209,378,24,4,home,rural,1
57,66097,227071,776,26,1,personal,rural,1
41,44503,141611,733,9,7,car,urban,0
38,22779,287121,331,11,4,business,semi_urban,0
25,106840,210214,386,27,1,business,rural,0
23,20755,114920,692,31,6,business,semi_urban,0
43,59263,395300,543,32,5,home,urban,1
46,128491,366732,531,7,1,home,semi_urban,1
57,75087,335828,491,25,4,business,urban,0
44,62281,235144,839,1,5,car,urban,0
39,71482,391006,569,34,2,home,urban,1
45,74857,272751,376,33,6,personal,urban,0
41,142989,221194,466,5,3,home,urban,0
32,37400,361930,583,30,2,personal,rural,0
61,60115,393550,388,22,7,personal,urban,0
53,34249,188011,843,11,2,personal,urban,0
24,133183,154666,455,27,1,home,urban,1
62,66825,456598,549,14,3,car,semi_urban,0
27,130361,12399,394,18,6,car,rural,1
42,44600,131812,316,11,5,car,urban,0
53,57706,423333,416,1,1,home,urban,0
37,39222,103662,632,10,7,car,semi_urban,0
44,119041,300761,821,24,0,car,semi_urban,1
54,124504,143570,379,20,1,car,urban,1
48,61139,369970,731,8,5,personal,urban,1
63,134919,253304,502,11,4,car,semi_urban,1
61,136605,396995,415,9,7,home,urban,1
59,61302,378221,519,4,6,education,rural,1
42,114684,317768,552,32,6,personal,urban,1
37,107838,276772,468,4,1,car,urban,0
54,88159,398545,615,15,0,education,rural,1
26,28646,305763,671,28,1,home,rural,0
26,33543,12032,455,17,7,car,urban,0
54,114496,184166,312,28,5,business,rural,1
21,148212,305178,807,5,6,business,semi_urban,0
30,42785,107658,764,17,0,education,urban,1
41,98353,388267,519,31,3,personal,semi_urban,0
25,51406,353302,314,30,5,personal,urban,0
22,108992,60264,416,10,6,business,urban,0
42,71428,99120,630,25,1,car,urban,1
22,43777,52850,355,27,6,education,semi_urban,1
30,77939,9722,650,26,0,car,rural,1
54,73026,284916,431,18,7,home,urban,0
36,106450,353249,525,26,5,car,urban,0
59,49553,439895,607,19,3,personal,semi_urban,0
42,43548,466987,774,2,4,personal,semi_urban,0
32,83221,9576,521,15,2,personal,rural,1
44,57265,162779,472,28,0,home,urban,1
60,145549,366548,639,14,4,car,semi_urban,1
58,60701,439848,805,29,3,home,urban,0
30,71287,46476,456,0,4,home,semi_urban,1
55,26727,253292,450,28,1,business,urban,0
52,130460,428501,477,29,2,car,urban,1
27,70717,291298,832,31,0,personal,semi_urban,1
41,52427,418270,411,9,5,home,rural,0
40,36692,284309,437,26,6,car,semi_urban,0
46,51625,19439,532,7,3,education,rural,1
24,44918,385355,631,34,2,home,urban,1
42,126931,49518,841,24,3,car,semi_urban,1
35,61136,224123,606,19,6,home,semi_urban,0
60,134826,31962,460,16,4,education,semi_urban,1
41,134881,452150,701,22,3,business,rural,0
35,72409,244157,577,24,7,personal,rural,0
42,35577,304907,619,30,3,business,semi_urban,0
48,105155,121189,832,5,4,personal,semi_urban,0
34,131776,115290,796,34,4,personal,rural,1
47,119246,462310,662,3,6,education,urban,0
61,122924,377958,671,19,2,car,rural,0
60,146759,286608,335,0,0,car,rural,1
48,140408,440252,602,25,4,personal,semi_urban,1
46,101731,128980,737,33,7,home,semi_urban,1
22,47689,232021,331,9,2,home,urban,0
45,31154,169342,485,22,6,business,urban,1
23,124657,47299,473,23,3,home,semi_urban,1
28,114948,221877,549,12,7,business,urban,1
64,41341,36541,578,28,3,personal,semi_urban,0
53,117554,340689,301,26,5,car,rural,0
62,94681,480759,493,30,1,education,urban,0
55,127798,228070,465,9,4,personal,urban,1
26,66330,134188,409,30,6,home,semi_urban,0
59,138069,213150,679,9,7,personal,urban,0
43,107759,481186,584,23,7,personal,semi_urban,0
45,88416,296909,720,32,2,home,semi_urban,0
63,145067,290913,412,13,5,home,urban,1
39,106807,224073,527,34,2,home,urban,1
25,53313,485620,770,33,0,home,rural,0
31,66900,25156,827,16,5,home,urban,1
32,98840,221908,795,20,6,personal,semi_urban,1
30,54695,448697,330,31,2,car,rural,0
28,50225,149507,461,2,4,personal,rural,1
44,106072,205722,677,14,2,home,urban,1
48,116367,182408,745,7,1,car,semi_urban,1
61,69156,434351,726,31,3,education,semi_urban,1
56,97209,78631,803,25,3,personal,semi_urban,0
57,107453,305053,826,29,7,car,rural,1
41,47829,74487,831,8,5,car,semi_urban,0
28,100908,419684,819,31,2,personal,urban,1
29,45938,490825,333,10,2,car,semi_urban,0
35,79164,314799,789,21,2,home,semi_urban,1
60,74530,432557,722,33,2,car,semi_urban,1
38,140921,247735,767,17,7,personal,urban,1
62,88199,200254,323,18,1,home,urban,0
40,80282,56786,515,17,4,education,rural,1
26,67801,73304,354,17,1,education,urban,1
32,29465,370750,325,11,6,business,urban,0
22,23326,182586,580,3,6,home,rural,0
27,23659,125938,626,26,1,home,semi_urban,0
36,80289,432195,485,4,1,car,urban,0
23,47594,489103,794,5,3,car,semi_urban,1
23,135819,348125,311,12,6,personal,semi_urban,1
47,24763,60107,733,22,1,education,semi_urban,0
63,108657,250191,507,24,2,personal,rural,1
60,30828,137232,432,3,1,personal,urban,0
58,67588,355041,638,31,2,business,semi_urban,0
53,31221,77577,495,14,5,car,urban,0
48,31211,220375,561,25,6,business,urban,0
21,33569,409062,581,10,4,home,semi_urban,0
28,116894,265933,668,8,3,personal,urban,0
57,57860,109180,402,10,4,car,semi_urban,1
52,91558,287068,482,1,7,personal,urban,0
63,65337,378337,722,26,7,car,urban,0
57,72311,149954,308,25,5,personal,semi_urban,1
24,33515,216346,543,7,4,business,semi_urban,0
50,91695,484771,692,20,3,personal,urban,0
26,142006,6095,826,20,2,personal,rural,1
39,131527,371349,336,7,5,home,urban,1
52,126749,177055,477,0,5,home,urban,1
29,107227,19123,371,12,2,business,urban,0
32,44904,491884,651,8,2,education,urban,0
31,79935,202687,448,27,3,education,urban,0
36,63790,493409,404,5,6,car,rural,0
21,88580,312422,520,22,1,home,semi_urban,0
41,95148,365055,673,16,6,car,urban,0
50,25636,488506,817,8,0,car,rural,1
33,97129,56999,559,11,1,home,urban,1
54,134483,298297,598,21,6,home,urban,1
24,22892,285488,341,11,1,car,urban,1
48,41672,235849,791,5,7,education,urban,0
58,25812,42656,738,8,4,home,semi_urban,0
51,116621,206587,346,2,7,education,urban,1
47,148177,265587,384,33,0,business,semi_urban,0
25,20654,268356,357,7,2,car,semi_urban,1
45,74633,125385,508,9,1,personal,rural,0
23,37143,145073,547,8,6,business,semi_urban,0
53,75934,83784,510,13,3,home,urban,0
24,87334,365867,338,26,1,home,urban,1
45,123463,348288,551,31,2,car,semi_urban,1
40,145851,434643,712,3,6,education,urban,1
54,49087,36368,745,1,1,car,urban,1
46,31618,206891,351,32,5,car,semi_urban,0
25,28446,66160,673,20,7,education,urban,0
55,107182,161926,825,0,4,home,rural,1
48,122127,277859,455,10,4,business,urban,1
49,68867,479917,841,0,1,home,rural,1
29,71028,63784,389,10,4,business,rural,1
58,80101,396337,650,6,3,home,urban,0
26,47200,366788,368,1,0,home,semi_urban,1
39,115107,31797,462,14,1,home,semi_urban,0
64,108074,314717,541,7,3,business,semi_urban,0
31,126091,343264,794,25,5,home,semi_urban,1
22,81465,19780,682,34,3,education,semi_urban,0
64,129500,42905,351,20,3,personal,urban,0
64,106436,419789,362,7,5,education,urban,0
29,138422,121049,808,31,2,car,rural,1
41,144124,134651,591,7,1,business,urban,0
44,107892,38359,390,9,7,personal,urban,0
54,108559,333206,723,22,1,car,urban,1
42,140044,78391,664,3,1,education,rural,1
23,59148,310607,449,29,7,business,semi_urban,0
32,102928,104596,570,22,0,business,rural,1
48,40698,252414,415,4,3,car,rural,0
50,62470,362162,815,20,1,personal,rural,0
46,112071,283715,540,5,7,car,semi_urban,0
41,71660,495492,329,16,7,car,urban,0
48,73910,155214,442,24,4,home,urban,1
46,55450,292248,625,23,2,home,semi_urban,0
53,76463,13625,315,21,5,education,urban,1
41,53757,306343,410,12,5,car,semi_urban,0
55,98012,387869,406,16,0,home,semi_urban,1
54,126750,414142,678,13,7,car,semi_urban,1
61,147043,298362,461,33,6,car,urban,1
38,90247,180544,582,25,5,business,urban,0
31,92015,359060,568,18,2,personal,semi_urban,0
43,51390,128182,783,25,6,car,urban,1
42,76116,25566,372,2,7,business,semi_urban,0
37,33161,454341,496,1,7,car,semi_urban,0
25,52152,38205,542,27,3,education,rural,0
64,100171,114084,558,1,5,business,rural,1
31,126379,34717,448,21,6,car,semi_urban,1
50,115833,186056,689,6,6,education,semi_urban,1
35,40836,374436,715,3,5,home,urban,0
47,110367,423351,725,19,4,home,urban,0
55,86543,164236,516,5,3,education,semi_urban,1
53,75648,472705,385,8,1,business,semi_urban,0
40,46331,305706,515,30,7,car,semi_urban,0
36,125992,467326,722,25,2,business,urban,1
54,30763,25169,619,25,5,business,rural,0
22,89444,458074,417,27,4,home,urban,0
55,113109,288748,714,4,7,car,rural,1
60,39187,356814,339,9,2,education,semi_urban,0
48,31957,381749,460,17,6,car,urban,0
59,24379,355882,836,14,0,home,urban,0
26,47959,398900,719,32,4,business,urban,1
29,102018,133140,394,4,7,personal,rural,1
40,143076,107537,741,21,6,car,rural,0
21,47105,251337,765,21,0,education,semi_urban,0
28,20877,116301,587,21,5,home,semi_urban,0
43,68353,275151,711,14,4,car,semi_urban,0
23,103788,382059,699,16,1,business,semi_urban,0
24,116870,236704,827,27,6,personal,semi_urban,1
45,104585,122419,317,21,7,car,urban,1
58,103308,308931,435,20,2,car,rural,1
35,71567,316726,763,16,2,education,semi_urban,0
41,77913,210863,547,4,6,car,urban,0
55,22637,233870,300,17,6,home,rural,0
34,92778,350773,680,16,3,car,semi_urban,0
56,62025,272926,808,3,4,education,urban,0
32,126917,71770,759,6,7,home,urban,1
37,121187,62645,804,24,7,home,semi_urban,1
59,119508,108509,775,8,7,home,rural,1
29,102464,235796,331,18,7,car,rural,0
55,48742,430212,417,8,4,car,semi_urban,0
33,31831,296348,483,22,6,home,urban,0
35,133768,22152,490,30,0,home,urban,1
38,135911,453402,373,31,4,personal,urban,0
53,105092,243972,402,30,2,home,rural,1
26,110879,357699,719,16,4,car,rural,1
47,108370,221096,772,21,3,business,urban,1
43,146537,238731,413,34,3,education,rural,1
47,66762,286833,678,29,6,personal,semi_urban,0
54,124824,186762,612,25,2,car,urban,1
58,118958,492258,629,5,2,home,semi_urban,0
34,108741,350395,638,33,7,education,rural,1
56,38830,193392,537,31,2,education,urban,1
28,75044,462442,472,24,4,home,rural,0
55,93948,192163,378,12,4,car,urban,0
39,89202,373709,763,1,1,business,urban,1
50,57045,477517,800,4,5,home,urban,1
34,106322,420158,584,10,6,car,rural,0
40,137257,43712,522,10,5,car,semi_urban,1
45,91051,262387,565,23,7,personal,rural,1
60,127509,241502,672,13,7,personal,semi_urban,1
44,46627,201349,532,29,0,personal,semi_urban,0
34,35198,316776,535,34,4,car,rural,0
46,89521,436247,613,20,1,home,semi_urban,1
58,131439,25478,679,4,1,car,rural,1
43,126471,27551,719,1,3,education,urban,1
42,49475,53068,351,33,4,personal,semi_urban,0
39,125752,98608,808,10,1,business,semi_urban,1
23,138998,40561,504,10,3,car,rural,1
62,39403,138964,556,8,0,education,urban,0
39,23681,497718,484,5,3,car,semi_urban,0
29,111555,291539,444,33,7,home,semi_urban,1
48,138884,23756,313,31,0,car,urban,0
40,113122,252652,545,11,7,car,urban,0
27,135260,485926,486,31,5,business,urban,1
34,62292,432867,636,16,7,car,rural,0
29,123057,256227,558,3,5,business,semi_urban,0
39,125386,333477,339,32,2,car,urban,1
34,122306,471961,717,8,2,home,rural,0
58,25629,185378,650,33,6,home,urban,0
56,113246,157418,308,29,3,home,semi_urban,0
60,115864,380705,649,19,6,car,rural,1
37,97814,295168,383,22,2,home,rural,0
50,28417,231022,832,34,7,car,urban,0
29,138888,439034,657,22,4,business,semi_urban,1
53,54765,10947,677,22,3,education,semi_urban,1
45,94499,473369,471,22,1,personal,rural,1
34,134088,484456,324,27,7,home,semi_urban,1
31,76574,132192,692,18,4,car,rural,1
55,122828,262591,402,29,6,home,urban,1
61,110545,361382,535,20,3,personal,semi_urban,1
34,148206,334572,709,23,6,home,semi_urban,1
50,47675,427970,848,20,5,car,semi_urban,0
61,145609,330499,631,25,0,education,semi_urban,1
24,121711,456457,831,25,6,car,rural,0
24,92267,467176,328,32,2,personal,rural,0
48,60563,397102,842,3,2,home,urban,0
28,31332,263492,318,8,2,car,rural,0
22,143745,243826,447,7,3,personal,urban,1
61,39177,149490,770,1,4,car,semi_urban,0
42,109254,231494,790,28,0,car,rural,1
