ticket_id,summary,description,priority,assigned_queue
INC11759,Help needed - Cannot connect to PostgreSQL instance - please help,MongoDB aggregate queries on the events collection are timing out. Collection has 50 million documents without proper indexes.,Medium,Database Team
INC14866,Security certificate renewal for API gateway - please help,API gateway TLS certificate shows SHA-1 signature which is deprecated. Need to reissue with SHA-256 and deploy before audit next month.,Low,Security Team
INC12811,Application crashing on login page,Users getting NullPointerException on the login page after clicking submit. Stack trace points to AuthenticationService.validateUser method.,Medium,Application Team
INC10924,Request: Network latency to cloud services - affecting multiple users,Need port 5672 opened on firewall for RabbitMQ communication between app server and message broker.,Critical,Network Team
INC12881,Help needed - PDF report generation throwing exception,PDF report generation throwing OutOfMemoryError for reports with more than 1000 rows. Need to implement streaming PDF generation.,Medium,Application Team
INC10269,URGENT: Load balancer not distributing traffic - high priority,Cannot access partner VPN site-to-site tunnel. Was working until the firewall firmware update yesterday.,Critical,Network Team
INC10670,VPN timeout during file transfer - please help,Load balancer health checks are passing but traffic is only going to one backend server instead of round-robin.,Low,Network Team
INC14476,Issue: Security certificate renewal for API gateway - please help,API gateway TLS certificate shows SHA-1 signature which is deprecated. Need to reissue with SHA-256 and deploy before audit next month.,Medium,Security Team
INC11911,URGENT: Need database user created for new application - affecting multiple users,Data migration from Oracle to PostgreSQL failing at row 2.3 million due to character encoding mismatch in customer_notes column.,Medium,Database Team
INC12986,PDF report generation throwing exception,PDF report generation throwing OutOfMemoryError for reports with more than 1000 rows. Need to implement streaming PDF generation.,Critical,Application Team
INC11153,Database backup job failed last night - please help,Nightly full backup of PROD_DB01 failed with error ORA-19502 write error on backup piece. Disk space on backup mount is sufficient.,Medium,Database Team
INC14818,Phishing email reported by employee,Employee forwarded a suspicious email with a link to fake Office 365 login page. Need to check if any credentials were compromised.,Medium,Security Team
INC13456,Help needed - Jenkins build server out of memory - please help,"Jenkins master server running out of heap memory during parallel builds. Currently allocated 4 GB, recommend increasing to 8 GB.",Medium,Infrastructure Team
INC14242,Need access to production database - high priority,Developer needs read access to production CUSTOMER_DB for debugging a data issue. Manager approval attached. Need temporary 24-hour access.,Medium,Security Team
INC14550,Issue: Data encryption requirement for new project - high priority,New healthcare project requires AES-256 encryption for data at rest and TLS 1.3 for data in transit. Need security architecture review.,High,Security Team
INC12173,Session timeout too short for users - please help,Users are being logged out after 5 minutes of inactivity. Business requirement is 30 minutes. Session configuration needs update.,Medium,Application Team
INC14516,Two factor authentication not working,Users reporting that the Duo 2FA push notifications are not being received on mobile devices. Duo admin console shows pushes are being sent.,High,Security Team
INC11916,Issue: Database connection timeout on production,Production application getting JDBC connection timeout after 30 seconds. Connection pool exhausted. Database server shows high number of active sessions.,High,Database Team
INC10613,Port blocked for new application deployment,Internet speed test showing 5 Mbps on a 100 Mbps connection. Only affecting wired connections.,Medium,Network Team
INC12407,Error 500 on checkout page,Checkout page returning HTTP 500 when users apply discount codes. Started after the v2.3.1 hotfix deployment yesterday.,High,Application Team
INC14206,Help needed - Security certificate renewal for API gateway - high priority,API gateway TLS certificate shows SHA-1 signature which is deprecated. Need to reissue with SHA-256 and deploy before audit next month.,High,Security Team
INC11899,Request: Database CPU usage at 98 percent,Audit log table has grown to 500 GB. Need to archive records older than 90 days and implement partition pruning.,Medium,Database Team
INC11650,Request: Deadlock occurring in order processing table - please help,Order processing module hitting deadlocks during peak hours. Transactions are rolling back and users are getting errors.,Medium,Database Team
INC12608,Session timeout too short for users,Users are being logged out after 5 minutes of inactivity. Business requirement is 30 minutes. Session configuration needs update.,Low,Application Team
INC10259,Issue: Slow internet speed on floor 3,Wifi SSID CorpNet is not visible in building B conference rooms. Other SSIDs are available.,Medium,Network Team
INC10848,Help needed - DNS resolution failure - high priority,LAN connectivity drops for 2-3 minutes every hour. Affects all users connected to switch SW-FL3-01.,Medium,Network Team
INC14252,Help needed - Unauthorized access attempt on admin portal,Admin portal logs show successful login from an IP in a foreign country for a user who is on-site. Possible credential compromise.,Critical,Security Team
INC11234,Request: Cannot connect to PostgreSQL instance,MongoDB aggregate queries on the events collection are timing out. Collection has 50 million documents without proper indexes.,Low,Database Team
INC11128,Stored procedure returning incorrect results - affecting multiple users,Application unable to connect to PostgreSQL 14 instance on port 5432. pg_isready shows the server is running. Suspect pg_hba.conf issue.,Medium,Database Team
INC11968,Stored procedure returning incorrect results - please help,Application unable to connect to PostgreSQL 14 instance on port 5432. pg_isready shows the server is running. Suspect pg_hba.conf issue.,High,Database Team
INC10559,URGENT: Slow internet speed on floor 3 - affecting multiple users,Wifi SSID CorpNet is not visible in building B conference rooms. Other SSIDs are available.,Low,Network Team
INC13906,Request: Jenkins build server out of memory - please help,"Jenkins master server running out of heap memory during parallel builds. Currently allocated 4 GB, recommend increasing to 8 GB.",High,Infrastructure Team
INC10485,WiFi not working in conference room,Firewall rule is blocking outbound traffic on port 8443 which is needed for the new monitoring tool deployment.,Medium,Network Team
INC11321,Need new database schema for project X - high priority,Replication lag between primary and secondary MySQL instances has grown to 4 hours. Binary log position shows significant gap.,Low,Database Team
INC13405,Issue: Linux server kernel panic after update - affecting multiple users,Linux server crashed with kernel panic after applying the latest kernel update. Need to boot from previous kernel version.,Low,Infrastructure Team
INC10008,Request: DNS resolution failure,LAN connectivity drops for 2-3 minutes every hour. Affects all users connected to switch SW-FL3-01.,Low,Network Team
INC13280,Auto-scaling not triggering during peak load,Auto-scaling group not launching new instances during peak hours despite CPU exceeding 80 percent threshold for 10 minutes.,Critical,Infrastructure Team
INC13190,Auto-scaling not triggering during peak load,Auto-scaling group not launching new instances during peak hours despite CPU exceeding 80 percent threshold for 10 minutes.,High,Infrastructure Team
INC11451,Database connection timeout on production - affecting multiple users,Production application getting JDBC connection timeout after 30 seconds. Connection pool exhausted. Database server shows high number of active sessions.,High,Database Team
INC13981,Jenkins build server out of memory - high priority,"Jenkins master server running out of heap memory during parallel builds. Currently allocated 4 GB, recommend increasing to 8 GB.",Medium,Infrastructure Team
INC11815,Issue: Deadlock occurring in order processing table - affecting multiple users,Order processing module hitting deadlocks during peak hours. Transactions are rolling back and users are getting errors.,High,Database Team
INC10774,URGENT: Network latency to cloud services,Need port 5672 opened on firewall for RabbitMQ communication between app server and message broker.,Medium,Network Team
INC11012,URGENT: Data migration script failing midway - high priority,After the table partition operation the clustered index on orders table is fragmented at 89 percent. Needs online rebuild.,Medium,Database Team
INC12819,Request: Batch job stuck in running state - affecting multiple users,Nightly batch job for invoice generation has been in running state for 12 hours. Normally completes in 2 hours. No errors in logs.,Critical,Application Team
INC13276,Issue: Jenkins build server out of memory - please help,"Jenkins master server running out of heap memory during parallel builds. Currently allocated 4 GB, recommend increasing to 8 GB.",High,Infrastructure Team
INC11992,Issue: Slow SQL query on reports module,The monthly sales report query is taking over 45 minutes to complete. It was running in 2 minutes last month. No schema changes were made.,High,Database Team
INC11278,URGENT: Stored procedure returning incorrect results,Application unable to connect to PostgreSQL 14 instance on port 5432. pg_isready shows the server is running. Suspect pg_hba.conf issue.,High,Database Team
INC11784,URGENT: Oracle tablespace running out of space - high priority,USERS tablespace is at 97 percent capacity. Auto-extend is disabled per policy. Need DBA to add additional datafile.,High,Database Team
INC13106,Issue: Production server disk space critical - please help,Production web server APP-WEB-01 has only 2 GB free on root partition. Application logs and temp files consuming most space.,Low,Infrastructure Team
INC10447,URGENT: Cannot reach servers on subnet 10.0.2.x,Network team needs to configure VLAN tagging for the new development environment setup.,Critical,Network Team
INC10881,Help needed - Intermittent network drops on LAN,Proxy authentication popup keeps appearing when accessing external websites. Credentials are correct.,Medium,Network Team
INC14460,Help needed - Data encryption requirement for new project,New healthcare project requires AES-256 encryption for data at rest and TLS 1.3 for data in transit. Need security architecture review.,Low,Security Team
INC10782,Issue: Unable to connect to VPN,Cannot establish VPN tunnel from home network. Getting error TLS handshake failure. Tried restarting the client multiple times.,Critical,Network Team
INC11750,Audit log table growing too large - please help,Need to create new schema with 15 tables for project Phoenix. ER diagram and DDL scripts are ready for review.,Low,Database Team
INC13389,Request: Monitoring alerts not being received - high priority,Nagios alerts not being delivered to the ops team email. SMTP relay configuration needs verification.,Medium,Infrastructure Team
INC14882,Unauthorized access attempt on admin portal,Admin portal logs show successful login from an IP in a foreign country for a user who is on-site. Possible credential compromise.,High,Security Team
INC10884,Request: Load balancer not distributing traffic - affecting multiple users,Cannot access partner VPN site-to-site tunnel. Was working until the firewall firmware update yesterday.,High,Network Team
INC12945,Request: Application logs filling up disk space,Application logs are not being rotated. Log directory has grown to 200 GB. Need to configure logback rolling policy.,Medium,Application Team
INC11092,Request: Slow SQL query on reports module - affecting multiple users,The monthly sales report query is taking over 45 minutes to complete. It was running in 2 minutes last month. No schema changes were made.,Medium,Database Team
INC14784,Service account locked out repeatedly,Service account SVC_APP_BATCH gets locked out every night at 2 AM. Suspect a scheduled task with old credentials somewhere.,Low,Security Team
INC10532,Firewall blocking application access - please help,High latency observed when connecting to AWS us-east-1 region. Traceroute shows packet loss at the ISP hop.,Medium,Network Team
INC14023,URGENT: Phishing email reported by employee,Employee forwarded a suspicious email with a link to fake Office 365 login page. Need to check if any credentials were compromised.,Low,Security Team
INC14422,Need access to production database,Developer needs read access to production CUSTOMER_DB for debugging a data issue. Manager approval attached. Need temporary 24-hour access.,Medium,Security Team
INC14099,Help needed - Access revocation for terminated employee - affecting multiple users,"Employee John Smith in Finance department terminated today. Need immediate revocation of all system access including VPN, email, AD, and application accounts.",High,Security Team
INC11728,Stored procedure returning incorrect results - high priority,Application unable to connect to PostgreSQL 14 instance on port 5432. pg_isready shows the server is running. Suspect pg_hba.conf issue.,Medium,Database Team
INC10611,URGENT: Intermittent network drops on LAN - high priority,Proxy authentication popup keeps appearing when accessing external websites. Credentials are correct.,Low,Network Team
INC10571,VPN connection dropping frequently - please help,Getting disconnected from VPN every 10 minutes. Using Cisco AnyConnect client version 4.9. Error message: connection attempt has failed.,Medium,Network Team
INC12672,Search functionality returning wrong results - affecting multiple users,Search functionality returning results from archived records that should be excluded. Elasticsearch index needs filter update.,Low,Application Team
INC13719,Help needed - Monitoring alerts not being received,Nagios alerts not being delivered to the ops team email. SMTP relay configuration needs verification.,High,Infrastructure Team
INC10344,URGENT: Load balancer not distributing traffic - affecting multiple users,Cannot access partner VPN site-to-site tunnel. Was working until the firewall firmware update yesterday.,Medium,Network Team
INC13001,Request: Production server disk space critical - affecting multiple users,Production web server APP-WEB-01 has only 2 GB free on root partition. Application logs and temp files consuming most space.,High,Infrastructure Team
INC13140,Issue: Kubernetes pod in CrashLoopBackOff - high priority,Kubernetes pod for the inventory-service is in CrashLoopBackOff. Container logs show missing config map reference.,Medium,Infrastructure Team
INC10435,Help needed - Proxy server authentication failing - high priority,Network monitoring tool showing high bandwidth usage from unknown source IP on the production subnet.,Medium,Network Team
INC11904,Request: Oracle tablespace running out of space,USERS tablespace is at 97 percent capacity. Auto-extend is disabled per policy. Need DBA to add additional datafile.,High,Database Team
INC13805,URGENT: Auto-scaling not triggering during peak load - affecting multiple users,Auto-scaling group not launching new instances during peak hours despite CPU exceeding 80 percent threshold for 10 minutes.,Medium,Infrastructure Team
INC14777,Help needed - Unauthorized access attempt on admin portal - please help,Admin portal logs show successful login from an IP in a foreign country for a user who is on-site. Possible credential compromise.,High,Security Team
INC12070,URGENT: Application not sending email notifications - affecting multiple users,Email notifications for order confirmations stopped going out since Monday. SMTP connection logs show authentication failure.,Low,Application Team
INC11538,URGENT: Index rebuild needed on customer table,Database server CPU is pegged at 98 percent. Top query analysis shows a full table scan on the transactions table running every 5 seconds.,Critical,Database Team
INC12253,Help needed - UI broken after latest CSS update,Several pages have broken layouts after the Bootstrap 5 migration. Navigation bar overlaps content on tablet viewport.,Low,Application Team
INC12347,Error 500 on checkout page - please help,Checkout page returning HTTP 500 when users apply discount codes. Started after the v2.3.1 hotfix deployment yesterday.,Medium,Application Team
INC11518,URGENT: Stored procedure returning incorrect results - please help,Application unable to connect to PostgreSQL 14 instance on port 5432. pg_isready shows the server is running. Suspect pg_hba.conf issue.,Critical,Database Team
INC10966,Request: Cannot access internal network remotely,DNS queries for internal domains are returning NXDOMAIN. External DNS works fine. Issue started after the DNS migration.,Low,Network Team
INC14407,URGENT: Need access to production database,Developer needs read access to production CUSTOMER_DB for debugging a data issue. Manager approval attached. Need temporary 24-hour access.,Medium,Security Team
INC10529,Request: Slow internet speed on floor 3 - please help,Wifi SSID CorpNet is not visible in building B conference rooms. Other SSIDs are available.,Low,Network Team
INC10177,Issue: Cannot reach servers on subnet 10.0.2.x,Network team needs to configure VLAN tagging for the new development environment setup.,High,Network Team
INC13483,Help needed - Need new VM provisioned for QA environment,"Need 3 new VMs provisioned for the QA environment. Specs: 8 vCPU, 32 GB RAM, 500 GB SSD each. CentOS 8 with standard hardening.",High,Infrastructure Team
INC12544,Memory leak in payment microservice,Payment microservice heap usage growing steadily and reaching OOM after 6 hours. Thread dump shows connection objects not being released.,Medium,Application Team
INC14936,Issue: Two factor authentication not working,Users reporting that the Duo 2FA push notifications are not being received on mobile devices. Duo admin console shows pushes are being sent.,High,Security Team
INC10573,Request: Network connectivity issue in office - please help,Multiple users on floor 3 reporting slow speeds and intermittent drops. Started after the switch upgrade last weekend.,Medium,Network Team
INC12300,Request: Application logs filling up disk space - please help,Application logs are not being rotated. Log directory has grown to 200 GB. Need to configure logback rolling policy.,Medium,Application Team
INC13509,Request: Monitoring alerts not being received,Nagios alerts not being delivered to the ops team email. SMTP relay configuration needs verification.,Low,Infrastructure Team
INC12460,URGENT: Application not sending email notifications - please help,Email notifications for order confirmations stopped going out since Monday. SMTP connection logs show authentication failure.,High,Application Team
INC13610,Help needed - Auto-scaling not triggering during peak load - high priority,Auto-scaling group not launching new instances during peak hours despite CPU exceeding 80 percent threshold for 10 minutes.,High,Infrastructure Team
INC14555,Issue: Malware detected on workstation,Antivirus detected trojan on workstation WS-FIN-042. Machine has been isolated from network. Need forensic analysis and remediation.,Medium,Security Team
INC12209,URGENT: REST API returning 403 for valid tokens,REST API returning 403 Forbidden for users with valid JWT tokens. Token expiry and claims look correct. Suspect role mapping issue.,Medium,Application Team
INC14721,Help needed - Suspicious login attempts detected,Multiple failed login attempts from IP 185.220.101.xx detected on the admin portal. 500 attempts in last 1 hour. Appears to be brute force attack.,Medium,Security Team
INC12756,Issue: Mobile app showing blank screen on launch - high priority,Mobile app on iOS 17 shows white screen after splash screen. Android version works fine. Crash report shows WebView initialization error.,Medium,Application Team
INC10384,Network latency to cloud services,Need port 5672 opened on firewall for RabbitMQ communication between app server and message broker.,Medium,Network Team
INC10853,Issue: Port blocked for new application deployment,Internet speed test showing 5 Mbps on a 100 Mbps connection. Only affecting wired connections.,High,Network Team
INC11881,Request: Need database user created for new application,Data migration from Oracle to PostgreSQL failing at row 2.3 million due to character encoding mismatch in customer_notes column.,Medium,Database Team
INC10371,URGENT: Intermittent network drops on LAN,Proxy authentication popup keeps appearing when accessing external websites. Credentials are correct.,Medium,Network Team
INC12379,Memory leak in payment microservice - high priority,Payment microservice heap usage growing steadily and reaching OOM after 6 hours. Thread dump shows connection objects not being released.,Medium,Application Team
INC14324,Access revocation for terminated employee,"Employee John Smith in Finance department terminated today. Need immediate revocation of all system access including VPN, email, AD, and application accounts.",Medium,Security Team
INC11106,Request: Database connection timeout on production,Production application getting JDBC connection timeout after 30 seconds. Connection pool exhausted. Database server shows high number of active sessions.,Critical,Database Team
INC13414,Help needed - Cloud storage bucket access denied,S3 bucket access denied when application tries to upload reports. IAM role policy looks correct. Suspect bucket policy override.,High,Infrastructure Team
INC13947,Server not responding to ping - affecting multiple users,Server DB-PROD-02 is not responding to ICMP or SSH. Console access shows kernel panic. Last known change was a kernel security patch.,Critical,Infrastructure Team
INC11337,Issue: Database replication lag is increasing - please help,Stored procedure sp_calculate_commission is returning negative values for some sales reps. Logic seems incorrect after the last update.,Medium,Database Team
INC12190,Help needed - Application not sending email notifications,Email notifications for order confirmations stopped going out since Monday. SMTP connection logs show authentication failure.,High,Application Team
INC14595,Data encryption requirement for new project,New healthcare project requires AES-256 encryption for data at rest and TLS 1.3 for data in transit. Need security architecture review.,Medium,Security Team
INC12320,URGENT: API response time degraded after release - high priority,Average API response time increased from 200ms to 2.5 seconds after the Friday release. Rollback is being considered.,Low,Application Team
INC14706,Issue: Suspicious login attempts detected - high priority,Multiple failed login attempts from IP 185.220.101.xx detected on the admin portal. 500 attempts in last 1 hour. Appears to be brute force attack.,High,Security Team
INC13711,URGENT: Jenkins build server out of memory,"Jenkins master server running out of heap memory during parallel builds. Currently allocated 4 GB, recommend increasing to 8 GB.",Medium,Infrastructure Team
INC14849,Access revocation for terminated employee - please help,"Employee John Smith in Finance department terminated today. Need immediate revocation of all system access including VPN, email, AD, and application accounts.",High,Security Team
INC11172,Request: Database replication lag is increasing - please help,Stored procedure sp_calculate_commission is returning negative values for some sales reps. Logic seems incorrect after the last update.,Low,Database Team
INC14326,Issue: Security certificate renewal for API gateway,API gateway TLS certificate shows SHA-1 signature which is deprecated. Need to reissue with SHA-256 and deploy before audit next month.,Low,Security Team
INC12695,API response time degraded after release - high priority,Average API response time increased from 200ms to 2.5 seconds after the Friday release. Rollback is being considered.,Medium,Application Team
INC11423,Database backup job failed last night,Nightly full backup of PROD_DB01 failed with error ORA-19502 write error on backup piece. Disk space on backup mount is sufficient.,Low,Database Team
INC12342,Help needed - Search functionality returning wrong results,Search functionality returning results from archived records that should be excluded. Elasticsearch index needs filter update.,Medium,Application Team
INC12652,File upload not working for large files,Users cannot upload files larger than 10 MB. Getting request entity too large error. Need to increase the upload limit to 50 MB.,Medium,Application Team
INC14156,URGENT: Two factor authentication not working,Users reporting that the Duo 2FA push notifications are not being received on mobile devices. Duo admin console shows pushes are being sent.,High,Security Team
INC11465,Request: Audit log table growing too large - affecting multiple users,Need to create new schema with 15 tables for project Phoenix. ER diagram and DDL scripts are ready for review.,Medium,Database Team
INC10875,URGENT: WiFi not working in conference room,Firewall rule is blocking outbound traffic on port 8443 which is needed for the new monitoring tool deployment.,High,Network Team
INC13340,URGENT: Auto-scaling not triggering during peak load,Auto-scaling group not launching new instances during peak hours despite CPU exceeding 80 percent threshold for 10 minutes.,High,Infrastructure Team
INC14341,Security certificate renewal for API gateway - affecting multiple users,API gateway TLS certificate shows SHA-1 signature which is deprecated. Need to reissue with SHA-256 and deploy before audit next month.,Low,Security Team
INC11252,URGENT: Data migration script failing midway,After the table partition operation the clustered index on orders table is fragmented at 89 percent. Needs online rebuild.,Medium,Database Team
INC12349,Help needed - Memory leak in payment microservice - high priority,Payment microservice heap usage growing steadily and reaching OOM after 6 hours. Thread dump shows connection objects not being released.,High,Application Team
INC10841,VPN connection dropping frequently - please help,Getting disconnected from VPN every 10 minutes. Using Cisco AnyConnect client version 4.9. Error message: connection attempt has failed.,High,Network Team
INC14569,Help needed - Compliance audit finding needs remediation - please help,SOC2 audit finding: privileged access reviews not completed for Q3. Need to run access certification for all admin accounts.,Critical,Security Team
INC10582,Issue: Cannot reach servers on subnet 10.0.2.x - high priority,Network team needs to configure VLAN tagging for the new development environment setup.,High,Network Team
INC10205,VPN timeout during file transfer,Load balancer health checks are passing but traffic is only going to one backend server instead of round-robin.,Medium,Network Team
INC11642,Issue: Data migration script failing midway,After the table partition operation the clustered index on orders table is fragmented at 89 percent. Needs online rebuild.,Medium,Database Team
INC12015,URGENT: Application logs filling up disk space - affecting multiple users,Application logs are not being rotated. Log directory has grown to 200 GB. Need to configure logback rolling policy.,Medium,Application Team
INC10906,URGENT: Cannot access internal network remotely - high priority,DNS queries for internal domains are returning NXDOMAIN. External DNS works fine. Issue started after the DNS migration.,Critical,Network Team
INC10632,URGENT: Unable to connect to VPN - please help,Cannot establish VPN tunnel from home network. Getting error TLS handshake failure. Tried restarting the client multiple times.,Medium,Network Team
INC13365,Help needed - Kubernetes pod in CrashLoopBackOff,Kubernetes pod for the inventory-service is in CrashLoopBackOff. Container logs show missing config map reference.,Medium,Infrastructure Team
INC11975,Request: Audit log table growing too large - affecting multiple users,Need to create new schema with 15 tables for project Phoenix. ER diagram and DDL scripts are ready for review.,Medium,Database Team
INC10163,Issue: Port blocked for new application deployment,Internet speed test showing 5 Mbps on a 100 Mbps connection. Only affecting wired connections.,High,Network Team
INC13173,Help needed - Docker container failing health checks - please help,Docker container for the auth-service failing health check endpoint. Container starts but the health check URL returns 503.,High,Infrastructure Team
INC13613,Need to increase CPU on app server,Application server needs CPU upgrade from 4 to 8 cores. Performance tests show CPU bottleneck during batch processing.,High,Infrastructure Team
INC14676,Issue: Suspicious login attempts detected - please help,Multiple failed login attempts from IP 185.220.101.xx detected on the admin portal. 500 attempts in last 1 hour. Appears to be brute force attack.,Medium,Security Team
INC10618,Request: Network connectivity issue in office - please help,Multiple users on floor 3 reporting slow speeds and intermittent drops. Started after the switch upgrade last weekend.,High,Network Team
INC14069,URGENT: Access revocation for terminated employee - high priority,"Employee John Smith in Finance department terminated today. Need immediate revocation of all system access including VPN, email, AD, and application accounts.",Medium,Security Team
INC11432,URGENT: Data migration script failing midway,After the table partition operation the clustered index on orders table is fragmented at 89 percent. Needs online rebuild.,Medium,Database Team
INC10548,DNS resolution failure,LAN connectivity drops for 2-3 minutes every hour. Affects all users connected to switch SW-FL3-01.,Medium,Network Team
INC13335,Help needed - Kubernetes pod in CrashLoopBackOff,Kubernetes pod for the inventory-service is in CrashLoopBackOff. Container logs show missing config map reference.,Medium,Infrastructure Team
INC14547,Need firewall rule for new vendor access - please help,New vendor TechPartner Inc needs site-to-site VPN access to our staging environment. Access request form and security review completed.,Critical,Security Team
INC14224,Compliance audit finding needs remediation - please help,SOC2 audit finding: privileged access reviews not completed for Q3. Need to run access certification for all admin accounts.,High,Security Team
INC12388,Issue: UI broken after latest CSS update - please help,Several pages have broken layouts after the Bootstrap 5 migration. Navigation bar overlaps content on tablet viewport.,Low,Application Team
INC14244,Request: Service account locked out repeatedly - affecting multiple users,Service account SVC_APP_BATCH gets locked out every night at 2 AM. Suspect a scheduled task with old credentials somewhere.,Low,Security Team
INC13996,URGENT: Jenkins build server out of memory - high priority,"Jenkins master server running out of heap memory during parallel builds. Currently allocated 4 GB, recommend increasing to 8 GB.",Medium,Infrastructure Team
INC14066,Two factor authentication not working,Users reporting that the Duo 2FA push notifications are not being received on mobile devices. Duo admin console shows pushes are being sent.,High,Security Team
INC11862,URGENT: Database replication lag is increasing,Stored procedure sp_calculate_commission is returning negative values for some sales reps. Logic seems incorrect after the last update.,Critical,Database Team
INC10641,Help needed - Intermittent network drops on LAN,Proxy authentication popup keeps appearing when accessing external websites. Credentials are correct.,Low,Network Team
INC13903,Need new VM provisioned for QA environment - please help,"Need 3 new VMs provisioned for the QA environment. Specs: 8 vCPU, 32 GB RAM, 500 GB SSD each. CentOS 8 with standard hardening.",Medium,Infrastructure Team
INC10638,Help needed - DNS resolution failure - high priority,LAN connectivity drops for 2-3 minutes every hour. Affects all users connected to switch SW-FL3-01.,Medium,Network Team
INC14263,Phishing email reported by employee,Employee forwarded a suspicious email with a link to fake Office 365 login page. Need to check if any credentials were compromised.,Medium,Security Team
INC13911,URGENT: Server clock drift causing auth failures - please help,NTP synchronization failing on 5 servers. Clock drift of 30 seconds causing Kerberos authentication failures.,Critical,Infrastructure Team
INC12987,Search functionality returning wrong results - please help,Search functionality returning results from archived records that should be excluded. Elasticsearch index needs filter update.,High,Application Team
INC12097,Issue: File upload not working for large files,Users cannot upload files larger than 10 MB. Getting request entity too large error. Need to increase the upload limit to 50 MB.,Medium,Application Team
INC14612,URGENT: Unauthorized access attempt on admin portal - high priority,Admin portal logs show successful login from an IP in a foreign country for a user who is on-site. Possible credential compromise.,High,Security Team
INC13076,URGENT: Production server disk space critical - high priority,Production web server APP-WEB-01 has only 2 GB free on root partition. Application logs and temp files consuming most space.,Low,Infrastructure Team
INC13675,Issue: Linux server kernel panic after update,Linux server crashed with kernel panic after applying the latest kernel update. Need to boot from previous kernel version.,Critical,Infrastructure Team
INC12842,Request: Error 500 on checkout page,Checkout page returning HTTP 500 when users apply discount codes. Started after the v2.3.1 hotfix deployment yesterday.,Medium,Application Team
INC10922,Issue: Firewall blocking application access - high priority,High latency observed when connecting to AWS us-east-1 region. Traceroute shows packet loss at the ISP hop.,High,Network Team
INC10547,Firewall blocking application access - please help,High latency observed when connecting to AWS us-east-1 region. Traceroute shows packet loss at the ISP hop.,Medium,Network Team
INC13667,Request: Scheduled server patching this weekend - please help,"Monthly security patching scheduled for Saturday 2 AM. Total 45 servers across dev, staging, and production environments.",Low,Infrastructure Team
INC11901,Help needed - Database connection timeout on production - affecting multiple users,Production application getting JDBC connection timeout after 30 seconds. Connection pool exhausted. Database server shows high number of active sessions.,High,Database Team
INC12029,Request: REST API returning 403 for valid tokens,REST API returning 403 Forbidden for users with valid JWT tokens. Token expiry and claims look correct. Suspect role mapping issue.,Critical,Application Team
INC12302,Error 500 on checkout page - affecting multiple users,Checkout page returning HTTP 500 when users apply discount codes. Started after the v2.3.1 hotfix deployment yesterday.,High,Application Team
INC11886,Database connection timeout on production - affecting multiple users,Production application getting JDBC connection timeout after 30 seconds. Connection pool exhausted. Database server shows high number of active sessions.,Medium,Database Team
INC11643,Index rebuild needed on customer table,Database server CPU is pegged at 98 percent. Top query analysis shows a full table scan on the transactions table running every 5 seconds.,Medium,Database Team
INC13510,Linux server kernel panic after update,Linux server crashed with kernel panic after applying the latest kernel update. Need to boot from previous kernel version.,Medium,Infrastructure Team
INC14810,Request: Malware detected on workstation,Antivirus detected trojan on workstation WS-FIN-042. Machine has been isolated from network. Need forensic analysis and remediation.,High,Security Team
INC12098,Issue: Session timeout too short for users - high priority,Users are being logged out after 5 minutes of inactivity. Business requirement is 30 minutes. Session configuration needs update.,Critical,Application Team
INC14358,Issue: Need VPN access for contractor,Need VPN client access provisioned for 5 contractors starting next Monday. Duration 6 months. Security clearance verification completed.,Critical,Security Team
INC13789,Help needed - Cloud storage bucket access denied - high priority,S3 bucket access denied when application tries to upload reports. IAM role policy looks correct. Suspect bucket policy override.,High,Infrastructure Team
INC14495,Issue: Malware detected on workstation - please help,Antivirus detected trojan on workstation WS-FIN-042. Machine has been isolated from network. Need forensic analysis and remediation.,Low,Security Team
INC14968,URGENT: Phishing email reported by employee - affecting multiple users,Employee forwarded a suspicious email with a link to fake Office 365 login page. Need to check if any credentials were compromised.,Medium,Security Team
INC10837,Cannot reach servers on subnet 10.0.2.x,Network team needs to configure VLAN tagging for the new development environment setup.,High,Network Team
INC10602,Help needed - Unable to connect to VPN,Cannot establish VPN tunnel from home network. Getting error TLS handshake failure. Tried restarting the client multiple times.,Medium,Network Team
INC12185,Request: API response time degraded after release,Average API response time increased from 200ms to 2.5 seconds after the Friday release. Rollback is being considered.,Medium,Application Team
INC13866,Server clock drift causing auth failures - please help,NTP synchronization failing on 5 servers. Clock drift of 30 seconds causing Kerberos authentication failures.,Medium,Infrastructure Team
INC12482,Help needed - Error 500 on checkout page - high priority,Checkout page returning HTTP 500 when users apply discount codes. Started after the v2.3.1 hotfix deployment yesterday.,Medium,Application Team
INC14308,Issue: Phishing email reported by employee,Employee forwarded a suspicious email with a link to fake Office 365 login page. Need to check if any credentials were compromised.,Medium,Security Team
INC11583,Issue: Index rebuild needed on customer table - please help,Database server CPU is pegged at 98 percent. Top query analysis shows a full table scan on the transactions table running every 5 seconds.,High,Database Team
INC14267,Help needed - Unauthorized access attempt on admin portal,Admin portal logs show successful login from an IP in a foreign country for a user who is on-site. Possible credential compromise.,Medium,Security Team
INC12534,Batch job stuck in running state - please help,Nightly batch job for invoice generation has been in running state for 12 hours. Normally completes in 2 hours. No errors in logs.,High,Application Team
